contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY261030C00620000,2026-09-17 17:21:44+00:00,620.0,144.38,152.21,156.22,0.0,0.0,1.0,25,0.5236864038085938,True,REGULAR,USD
SPY261030C00625000,2026-07-15 13:53:22+00:00,625.0,138.49,141.99,145.22,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY261030C00630000,2026-09-17 17:12:46+00:00,630.0,134.59,142.31,146.31,0.0,0.0,22.0,33,0.4964039617919922,True,REGULAR,USD
SPY261030C00635000,2026-09-17 17:14:07+00:00,635.0,129.69,138.23,140.61,0.0,0.0,24.0,156,0.4626823751831055,True,REGULAR,USD
SPY261030C00640000,2026-09-17 17:14:58+00:00,640.0,124.82,133.29,135.66,0.0,0.0,24.0,110,0.44968201690673826,True,REGULAR,USD
SPY261030C00641000,2026-09-16 14:05:29+00:00,641.0,121.67,132.29,134.66,0.0,0.0,4.0,3239,0.4467828759765625,True,REGULAR,USD
SPY261030C00642000,2026-09-15 13:53:01+00:00,642.0,120.47,130.43,134.44,0.0,0.0,2.0,53,0.4642387561035156,True,REGULAR,USD
SPY261030C00644000,2026-09-16 19:52:09+00:00,644.0,112.72,128.45,132.46,0.0,0.0,,1,0.45880668151855475,True,REGULAR,USD
SPY261030C00645000,2026-09-17 17:14:25+00:00,645.0,119.67,127.46,131.47,0.0,0.0,2.0,21,0.4561211614990235,True,REGULAR,USD
SPY261030C00646000,2026-09-16 15:27:28+00:00,646.0,117.68,126.47,130.49,0.0,0.0,8.0,7,0.4536492623901367,True,REGULAR,USD
SPY261030C00648000,2026-09-10 15:36:26+00:00,648.0,114.96,124.5,128.51,0.0,0.0,,1,0.4482171878051757,True,REGULAR,USD
SPY261030C00649000,2026-08-04 14:38:21+00:00,649.0,124.55,122.68,125.95,0.0,0.0,1.0,0,0.4044859356689453,True,REGULAR,USD
SPY261030C00650000,2026-09-21 19:50:03+00:00,650.0,128.11,122.52,126.53,0.0,0.0,1.0,86,0.44278511322021485,True,REGULAR,USD
SPY261030C00651000,2026-05-29 18:01:09+00:00,651.0,120.1,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY261030C00652000,2026-05-05 13:37:13+00:00,652.0,91.89,102.54,106.06,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
SPY261030C00654000,2026-08-06 16:01:13+00:00,654.0,121.7,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY261030C00655000,2026-09-24 17:55:30+00:00,655.0,115.24,117.58,121.6,0.0,0.0,2.0,68,0.4296321685791016,True,REGULAR,USD
SPY261030C00656000,2026-09-17 14:25:27+00:00,656.0,108.53,117.47,119.82,0.0,0.0,23.0,176,0.4078428356933594,True,REGULAR,USD
SPY261030C00657000,2026-09-14 19:02:56+00:00,657.0,108.71,115.61,119.62,0.0,0.0,,1,0.4242000939941406,True,REGULAR,USD
SPY261030C00658000,2026-09-10 14:24:40+00:00,658.0,106.05,114.62,118.64,0.0,0.0,1.0,1,0.4216976776123047,True,REGULAR,USD
SPY261030C00659000,2026-05-28 14:12:54+00:00,659.0,109.99,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY261030C00660000,2026-09-10 14:41:13+00:00,660.0,103.55,112.65,116.67,0.0,0.0,1.0,74,0.41644870666503897,True,REGULAR,USD
SPY261030C00661000,2026-09-23 16:12:49+00:00,661.0,111.41,111.67,115.68,0.0,0.0,4.0,11,0.41370215209960937,True,REGULAR,USD
SPY261030C00662000,2026-05-13 15:28:25+00:00,662.0,99.34,104.82,106.83,0.0,0.0,6.0,7,1.0000000000000003e-05,True,REGULAR,USD
SPY261030C00663000,2026-09-25 16:25:12+00:00,663.0,110.91,109.7,113.71,2.8600006,2.6469233,1.0,1,0.40845318115234375,True,REGULAR,USD
SPY261030C00664000,2026-08-20 16:39:03+00:00,664.0,108.77,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY261030C00665000,2026-09-18 16:19:02+00:00,665.0,98.67,107.72,111.74,0.0,0.0,1.0,16,0.40320421020507813,True,REGULAR,USD
SPY261030C00666000,2026-09-24 16:25:20+00:00,666.0,104.98,106.75,110.75,0.0,0.0,1.0,5,0.4004576556396484,True,REGULAR,USD
SPY261030C00668000,2026-09-16 14:15:07+00:00,668.0,95.08,104.77,108.79,0.0,0.0,2.0,4,0.39539178833007815,True,REGULAR,USD
SPY261030C00669000,2026-09-10 14:05:27+00:00,669.0,93.12,103.79,107.8,0.0,0.0,1.0,2,0.39264523376464844,True,REGULAR,USD
SPY261030C00670000,2026-09-22 15:34:01+00:00,670.0,106.88,102.8,106.82,0.0,0.0,10.0,34,0.3900817828369141,True,REGULAR,USD
SPY261030C00671000,2026-09-14 14:59:57+00:00,671.0,91.73,101.82,105.83,0.0,0.0,2.0,0,0.38733522827148437,True,REGULAR,USD
SPY261030C00672000,2026-09-25 16:28:39+00:00,672.0,102.68,100.84,104.85,5.0599976,5.1833615,1.0,5,0.38477177734374995,True,REGULAR,USD
SPY261030C00673000,2026-09-17 13:30:28+00:00,673.0,93.0,99.92,103.87,0.0,0.0,1.0,29,0.38220832641601554,True,REGULAR,USD
SPY261030C00674000,2026-09-15 17:39:58+00:00,674.0,87.35,98.87,102.89,0.0,0.0,15.0,16,0.37964487548828124,True,REGULAR,USD
SPY261030C00675000,2026-09-15 17:44:07+00:00,675.0,86.24,97.89,101.9,0.0,0.0,1.0,5,0.37686780364990236,True,REGULAR,USD
SPY261030C00677000,2026-09-11 13:38:50+00:00,677.0,92.26,95.94,99.94,0.0,0.0,1.0,2,0.37174090179443364,True,REGULAR,USD
SPY261030C00678000,2026-08-31 18:14:33+00:00,678.0,94.03,94.94,98.96,0.0,0.0,2.0,2,0.36914693359375,True,REGULAR,USD
SPY261030C00679000,2026-08-31 14:17:44+00:00,679.0,92.51,93.96,97.98,0.0,0.0,1.0,3,0.3665834826660156,True,REGULAR,USD
SPY261030C00680000,2026-09-25 13:53:50+00:00,680.0,93.7,93.86,96.24,2.7199936,2.989661,2.0,118,0.3481510498046875,True,REGULAR,USD
SPY261030C00681000,2026-09-17 15:44:21+00:00,681.0,84.74,92.0,96.02,0.0,0.0,2.0,18,0.3613955462646484,True,REGULAR,USD
SPY261030C00682000,2026-09-15 14:57:12+00:00,682.0,79.27,91.06,95.04,0.0,0.0,1.0,4,0.3587710607910156,True,REGULAR,USD
SPY261030C00683000,2026-09-18 15:17:05+00:00,683.0,81.66,90.06,94.06,0.0,0.0,1.0,2,0.35617709259033203,True,REGULAR,USD
SPY261030C00684000,2026-09-25 15:35:04+00:00,684.0,89.01,89.07,93.08,8.040001,9.929605,2.0,3,0.3535526071166991,True,REGULAR,USD
SPY261030C00685000,2026-09-25 16:40:34+00:00,685.0,89.8,88.08,92.1,4.580002,5.374327,4.0,17,0.35095863891601553,True,REGULAR,USD
SPY261030C00686000,2026-09-23 13:56:06+00:00,686.0,89.09,87.18,91.13,0.0,0.0,3.0,15,0.3485172570800781,True,REGULAR,USD
SPY261030C00687000,2026-09-25 15:26:52+00:00,687.0,85.8,86.17,90.15,11.030006,14.751915,2.0,11,0.34589277160644527,True,REGULAR,USD
SPY261030C00688000,2026-09-25 15:35:04+00:00,688.0,85.11,86.03,88.4,-5.4400024,-6.007733,6.0,3502,0.32804016693115234,True,REGULAR,USD
SPY261030C00689000,2026-09-22 16:57:34+00:00,689.0,88.67,85.05,87.43,0.0,0.0,319.0,3379,0.32569033691406246,True,REGULAR,USD
SPY261030C00690000,2026-09-23 14:08:52+00:00,690.0,84.77,84.08,86.46,0.0,0.0,1.0,727,0.3233405068969726,True,REGULAR,USD
SPY261030C00691000,2026-09-23 17:57:32+00:00,691.0,82.15,82.28,86.25,0.0,0.0,2.0,3,0.33570000244140624,True,REGULAR,USD
SPY261030C00692000,2026-09-25 15:33:35+00:00,692.0,81.73,82.15,84.51,9.120003,12.560257,1.0,141,0.31842722595214834,True,REGULAR,USD
SPY261030C00693000,2026-09-25 15:33:35+00:00,693.0,80.76,81.15,83.54,-4.0199966,-4.7416806,3.0,2175,0.31604687866210934,True,REGULAR,USD
SPY261030C00694000,2026-09-22 15:07:12+00:00,694.0,84.16,79.41,83.33,0.0,0.0,3.0,30,0.32807068420410157,True,REGULAR,USD
SPY261030C00695000,2026-09-24 13:47:04+00:00,695.0,74.76,79.22,81.59,0.0,0.0,1.0,2243,0.31107256317138665,True,REGULAR,USD
SPY261030C00696000,2026-09-22 15:25:39+00:00,696.0,81.91,77.4,80.69,0.0,0.0,3.0,25,0.31000445861816406,True,REGULAR,USD
SPY261030C00697000,2026-09-24 14:34:56+00:00,697.0,73.57,76.56,80.23,0.0,0.0,2.0,9,0.3170844659423828,True,REGULAR,USD
SPY261030C00698000,2026-09-22 16:57:34+00:00,698.0,79.92,76.29,78.68,0.0,0.0,262.0,1494,0.30383996948242187,True,REGULAR,USD
SPY261030C00699000,2026-09-23 13:58:03+00:00,699.0,76.5,74.66,78.29,0.0,0.0,3.0,48,0.3120491159057617,True,REGULAR,USD
SPY261030C00700000,2026-09-25 14:01:39+00:00,700.0,73.32,74.36,76.74,2.3600006,3.3258183,1.0,1655,0.29895720581054686,True,REGULAR,USD
SPY261030C00701000,2026-09-21 16:55:54+00:00,701.0,76.24,72.72,76.35,0.0,0.0,1.0,0,0.3070137658691406,True,REGULAR,USD
SPY261030C00702000,2026-09-03 19:11:33+00:00,702.0,77.19,71.75,75.38,0.0,0.0,10.0,2,0.30445031494140623,True,REGULAR,USD
SPY261030C00703000,2026-09-25 15:27:38+00:00,703.0,70.4,70.79,74.42,4.4100037,6.6828365,1.0,4,0.3021004849243164,True,REGULAR,USD
SPY261030C00704000,2026-09-23 17:45:37+00:00,704.0,69.59,69.81,73.45,0.0,0.0,5.0,33,0.29953703399658205,True,REGULAR,USD
SPY261030C00705000,2026-09-18 13:31:01+00:00,705.0,61.6,68.86,72.49,0.0,0.0,2.0,60,0.2971261694335937,True,REGULAR,USD
SPY261030C00706000,2026-09-21 14:54:14+00:00,706.0,68.36,67.89,71.53,0.0,0.0,2.0,92,0.2947153048706054,True,REGULAR,USD
SPY261030C00707000,2026-09-23 17:45:42+00:00,707.0,66.59,66.93,70.57,0.0,0.0,40.0,29,0.29230444030761704,True,REGULAR,USD
SPY261030C00708000,2026-09-21 15:47:10+00:00,708.0,68.34,65.97,69.61,0.0,0.0,2.0,17,0.2898630584716796,True,REGULAR,USD
SPY261030C00709000,2026-09-22 13:50:40+00:00,709.0,70.24,65.01,68.65,0.0,0.0,2.0,17,0.2873911593627929,True,REGULAR,USD
SPY261030C00710000,2026-09-24 14:19:11+00:00,710.0,61.62,64.72,67.09,0.0,0.0,2.0,761,0.27484856018066406,True,REGULAR,USD
SPY261030C00711000,2026-09-14 15:10:52+00:00,711.0,55.7,63.1,66.73,0.0,0.0,1.0,98,0.28247787841796873,True,REGULAR,USD
SPY261030C00712000,2026-09-25 15:30:07+00:00,712.0,62.1,62.14,65.77,8.029999,14.851117,1.0,40,0.27997546203613277,True,REGULAR,USD
SPY261030C00713000,2026-09-15 14:42:59+00:00,713.0,61.35,61.23,64.82,10.119999,19.754047,1.0,78,0.2776256320190429,True,REGULAR,USD
SPY261030C00714000,2026-09-04 17:29:04+00:00,714.0,63.07,60.23,63.87,0.0,0.0,2.0,27,0.2752758020019531,True,REGULAR,USD
SPY261030C00715000,2026-09-25 14:51:15+00:00,715.0,57.93,59.97,62.33,-0.13999939,-0.24108729,3.0,999,0.2633740655517578,True,REGULAR,USD
SPY261030C00716000,2026-09-25 15:30:07+00:00,716.0,58.32,58.37,61.96,5.2299995,9.851195,2.0,14,0.27033200378417965,True,REGULAR,USD
SPY261030C00717000,2026-09-25 15:00:04+00:00,717.0,56.95,57.42,61.02,-0.27999878,-0.48925176,1.0,25,0.2681042428588867,True,REGULAR,USD
SPY261030C00718000,2026-09-25 15:00:04+00:00,718.0,56.01,56.48,60.07,-1.9900017,-3.4310374,1.0,27,0.2656628610229492,True,REGULAR,USD
SPY261030C00719000,2026-09-23 15:04:23+00:00,719.0,56.22,56.16,58.54,0.0,0.0,2.0,106,0.25418836639404296,True,REGULAR,USD
SPY261030C00720000,2026-09-24 15:38:58+00:00,720.0,50.3,55.77,57.6,0.0,0.0,6.0,1317,0.25196060546875,True,REGULAR,USD
SPY261030C00721000,2026-09-25 15:26:52+00:00,721.0,53.29,53.6,57.24,-1.4599991,-2.666665,1.0,15,0.25858285369873046,True,REGULAR,USD
SPY261030C00722000,2026-09-16 18:15:18+00:00,722.0,45.28,52.69,56.3,0.0,0.0,1.0,50,0.25623302368164064,True,REGULAR,USD
SPY261030C00723000,2026-09-25 16:20:56+00:00,723.0,53.03,52.24,54.42,2.7799988,5.5323358,5.0,39,0.23960110992431638,True,REGULAR,USD
SPY261030C00724000,2026-09-25 14:58:35+00:00,724.0,50.1,51.37,53.47,1.949997,4.0498376,1.0,55,0.2371902453613281,True,REGULAR,USD
SPY261030C00725000,2026-09-25 13:37:38+00:00,725.0,50.14,50.96,52.46,3.619999,7.7815967,1.0,524,0.23383334533691402,True,REGULAR,USD
SPY261030C00726000,2026-09-25 18:00:34+00:00,726.0,50.69,49.72,51.58,7.739998,18.020948,2.0,78,0.23246006805419922,True,REGULAR,USD
SPY261030C00727000,2026-09-25 15:19:04+00:00,727.0,47.64,48.61,50.64,5.3899994,12.757395,9.0,49,0.23014075531005856,True,REGULAR,USD
SPY261030C00728000,2026-09-25 16:28:11+00:00,728.0,48.94,48.23,49.63,4.459999,10.026977,2.0,275,0.2267533380126953,True,REGULAR,USD
SPY261030C00729000,2026-09-24 13:37:09+00:00,729.0,45.87,46.78,48.77,2.9500008,6.8732543,1.0,94,0.22556316436767576,True,REGULAR,USD
SPY261030C00730000,2026-09-25 15:37:01+00:00,730.0,44.8,46.42,47.76,3.0499992,7.305388,4.0,866,0.22214522979736323,True,REGULAR,USD
SPY261030C00731000,2026-09-25 15:28:08+00:00,731.0,44.87,45.01,46.9,5.8799973,15.080783,2.0,90,0.22086350433349605,True,REGULAR,USD
SPY261030C00732000,2026-09-23 19:30:37+00:00,732.0,44.79,44.12,45.97,2.3500023,5.537235,2.0,90,0.21857470886230468,True,REGULAR,USD
SPY261030C00733000,2026-09-24 13:52:07+00:00,733.0,42.26,43.23,45.04,2.7699966,7.0144253,1.0,181,0.2162248788452148,True,REGULAR,USD
SPY261030C00734000,2026-09-25 15:31:48+00:00,734.0,41.85,42.38,44.12,8.629997,25.978317,2.0,43,0.2140123765563965,True,REGULAR,USD
SPY261030C00735000,2026-09-24 16:15:42+00:00,735.0,40.24,41.46,43.2,2.4400024,6.455033,1.0,306,0.2117693569946289,True,REGULAR,USD
SPY261030C00736000,2026-09-25 15:31:02+00:00,736.0,40.03,40.56,42.28,6.199997,18.32692,2.0,64,0.20948056152343747,True,REGULAR,USD
SPY261030C00737000,2026-09-25 16:34:04+00:00,737.0,40.41,39.71,41.37,0.9900017,2.51142,3.0,106,0.20729857650756833,True,REGULAR,USD
SPY261030C00738000,2026-09-25 15:30:30+00:00,738.0,38.18,38.84,40.46,-5.169998,-11.926178,1.0,143,0.20508607421874997,True,REGULAR,USD
SPY261030C00739000,2026-09-18 19:37:53+00:00,739.0,31.89,37.95,39.55,0.0,0.0,2.0,208,0.20282779602050777,True,REGULAR,USD
SPY261030C00740000,2026-09-25 18:21:09+00:00,740.0,38.05,37.12,38.65,2.6599998,7.5162477,38.0,2072,0.20069158691406247,True,REGULAR,USD
SPY261030C00741000,2026-09-22 19:25:25+00:00,741.0,40.32,36.29,37.71,0.0,0.0,4.0,145,0.19797554962158204,True,REGULAR,USD
SPY261030C00742000,2026-09-25 15:55:42+00:00,742.0,34.24,35.44,36.82,0.84000015,2.5149703,3.0,336,0.19586985778808597,True,REGULAR,USD
SPY261030C00743000,2026-09-25 19:31:00+00:00,743.0,35.2,34.61,37.24,3.4300003,10.79635,6.0,1068,0.21019771743774412,True,REGULAR,USD
SPY261030C00744000,2026-09-25 15:54:13+00:00,744.0,32.35,33.77,35.05,0.18999863,0.59079176,3.0,278,0.191688991394043,True,REGULAR,USD
SPY261030C00745000,2026-09-25 19:31:00+00:00,745.0,33.38,33.16,34.17,2.2600002,7.262212,22.0,1243,0.1895832995605469,True,REGULAR,USD
SPY261030C00746000,2026-09-24 13:30:12+00:00,746.0,31.26,32.14,33.3,2.9500008,10.420348,11.0,312,0.18756915954589842,True,REGULAR,USD
SPY261030C00747000,2026-09-25 15:54:13+00:00,747.0,29.84,31.28,32.43,1.5599995,5.5162635,1.0,312,0.18550924362182614,True,REGULAR,USD
SPY261030C00748000,2026-09-25 16:33:59+00:00,748.0,31.48,30.58,31.57,2.75,9.571877,1.0,88,0.1835103622436523,True,REGULAR,USD
SPY261030C00749000,2026-09-25 16:40:58+00:00,749.0,29.99,29.65,30.71,2.2800007,8.228079,53.0,460,0.18146570495605469,True,REGULAR,USD
SPY261030C00750000,2026-09-25 19:50:00+00:00,750.0,29.91,28.84,29.86,2.6900005,9.8824415,101.0,2595,0.17948208221435547,True,REGULAR,USD
SPY261030C00751000,2026-09-25 16:09:39+00:00,751.0,28.83,28.04,29.02,3.5900002,14.223455,11.0,284,0.1775594940185547,True,REGULAR,USD
SPY261030C00752000,2026-09-25 16:04:41+00:00,752.0,27.66,27.34,28.18,3.0100002,12.210955,12.0,189,0.17557587127685548,True,REGULAR,USD
SPY261030C00753000,2026-09-25 16:10:47+00:00,753.0,27.58,26.47,27.35,3.2000008,13.125516,22.0,37,0.1736532830810547,True,REGULAR,USD
SPY261030C00754000,2026-09-25 15:59:50+00:00,754.0,25.28,25.76,26.53,3.7600002,17.47212,3.0,209,0.17177647079467773,True,REGULAR,USD
SPY261030C00755000,2026-09-25 19:51:13+00:00,755.0,26.11,24.99,25.72,2.58,10.9647255,15.0,1008,0.16996069305419925,True,REGULAR,USD
SPY261030C00756000,2026-09-25 15:58:37+00:00,756.0,24.49,24.16,24.91,1.9200001,8.506867,36.0,37,0.1680686221313477,True,REGULAR,USD
SPY261030C00757000,2026-09-25 18:27:50+00:00,757.0,23.47,23.38,24.11,2.6599998,12.782316,13.0,348,0.16620706848144534,True,REGULAR,USD
SPY261030C00758000,2026-09-25 16:34:02+00:00,758.0,22.78,22.65,23.32,2.6200008,12.996037,41.0,197,0.16440654937744142,True,REGULAR,USD
SPY261030C00759000,2026-09-25 18:49:15+00:00,759.0,22.0,21.95,22.54,1.8799992,9.343931,58.0,347,0.16262128890991212,True,REGULAR,USD
SPY261030C00760000,2026-09-25 19:59:08+00:00,760.0,21.54,21.16,21.76,2.4700012,12.952288,413.0,3500,0.1607749938964844,True,REGULAR,USD
SPY261030C00761000,2026-09-25 15:32:11+00:00,761.0,19.73,20.44,21.0,0.55999947,2.9212284,7.0,377,0.1590355093383789,True,REGULAR,USD
SPY261030C00762000,2026-09-25 16:00:11+00:00,762.0,20.3,19.78,20.25,2.039999,11.171955,84.0,286,0.1573570593261719,True,REGULAR,USD
SPY261030C00763000,2026-09-25 17:56:08+00:00,763.0,19.1,19.06,19.51,1.9099998,11.11111,43.0,204,0.15567860931396482,True,REGULAR,USD
SPY261030C00764000,2026-09-25 18:13:36+00:00,764.0,18.57,18.35,18.78,2.289999,14.066333,61.0,366,0.1540001593017578,True,REGULAR,USD
SPY261030C00765000,2026-09-25 20:02:32+00:00,765.0,17.91,17.68,18.07,2.2600002,14.440897,327.0,919,0.1524742956542969,True,REGULAR,USD
SPY261030C00766000,2026-09-25 19:51:51+00:00,766.0,17.61,16.96,17.36,2.5200005,16.699804,205.0,585,0.1508263629150391,True,REGULAR,USD
SPY261030C00767000,2026-09-25 20:04:37+00:00,767.0,16.63,16.33,16.67,2.329999,16.2937,624.0,1183,0.14930049926757813,True,REGULAR,USD
SPY261030C00768000,2026-09-25 20:11:52+00:00,768.0,15.86,15.67,16.0,2.0,14.430015,222.0,946,0.14786618743896485,True,REGULAR,USD
SPY261030C00769000,2026-09-25 19:35:14+00:00,769.0,15.11,15.05,15.34,2.04,15.608264,621.0,1031,0.14644713424682615,True,REGULAR,USD
SPY261030C00770000,2026-09-25 20:10:06+00:00,770.0,14.6,14.46,14.61,2.1800003,17.552338,2513.0,5716,0.14417359741210936,True,REGULAR,USD
SPY261030C00771000,2026-09-25 20:14:57+00:00,771.0,13.8,13.78,14.05,1.75,14.522821,519.0,793,0.143563251953125,True,REGULAR,USD
SPY261030C00772000,2026-09-25 20:14:30+00:00,772.0,13.31,13.25,13.29,1.8200006,15.839867,781.0,364,0.14077092147827147,False,REGULAR,USD
SPY261030C00773000,2026-09-25 19:52:58+00:00,773.0,12.99,12.65,12.7,1.7299995,15.364117,430.0,481,0.1396112651062012,False,REGULAR,USD
SPY261030C00774000,2026-09-25 19:55:07+00:00,774.0,12.36,12.07,12.11,1.9499998,18.731987,454.0,742,0.13831428100585938,False,REGULAR,USD
SPY261030C00775000,2026-09-25 20:05:45+00:00,775.0,11.6,11.5,11.54,1.8100004,18.488258,989.0,5626,0.13712410736083985,False,REGULAR,USD
SPY261030C00776000,2026-09-25 20:11:19+00:00,776.0,11.0,10.94,10.99,1.6099997,17.145897,325.0,1476,0.13599496826171875,False,REGULAR,USD
SPY261030C00777000,2026-09-25 20:05:32+00:00,777.0,10.5,10.41,10.45,1.6800003,19.047623,331.0,866,0.13483531188964848,False,REGULAR,USD
SPY261030C00778000,2026-09-25 20:11:14+00:00,778.0,9.94,9.89,9.93,1.5199995,18.052252,373.0,1205,0.13376720733642578,False,REGULAR,USD
SPY261030C00779000,2026-09-25 20:09:32+00:00,779.0,9.5,9.39,9.43,1.5,18.75,241.0,868,0.13276013732910158,False,REGULAR,USD
SPY261030C00780000,2026-09-25 20:14:54+00:00,780.0,8.95,8.9,8.94,1.4499998,19.333332,670.0,7469,0.13172255004882813,False,REGULAR,USD
SPY261030C00781000,2026-09-25 20:11:14+00:00,781.0,8.49,8.43,8.47,1.0999999,14.884979,540.0,1019,0.1307459973144531,False,REGULAR,USD
SPY261030C00782000,2026-09-25 20:05:48+00:00,782.0,8.08,7.97,8.02,1.0799999,15.428571,144.0,1618,0.12984573776245117,False,REGULAR,USD
SPY261030C00783000,2026-09-25 19:45:02+00:00,783.0,7.45,7.54,7.58,1.0,15.503877,181.0,21704,0.1289149609375,False,REGULAR,USD
SPY261030C00784000,2026-09-25 20:08:15+00:00,784.0,7.26,7.12,7.16,1.0200005,16.34616,95.0,734,0.12806047729492187,False,REGULAR,USD
SPY261030C00785000,2026-09-25 20:14:57+00:00,785.0,6.78,6.72,6.75,0.94000006,16.095892,306.0,11034,0.1271449591064453,False,REGULAR,USD
SPY261030C00786000,2026-09-25 18:30:29+00:00,786.0,6.6,6.34,6.36,1.0299997,18.491915,117.0,343,0.1263209927368164,False,REGULAR,USD
SPY261030C00787000,2026-09-25 19:56:43+00:00,787.0,5.99,5.96,5.99,0.9499998,18.849203,419.0,420,0.12555806091308597,False,REGULAR,USD
SPY261030C00788000,2026-09-25 19:57:54+00:00,788.0,5.68,5.6,5.64,0.80999994,16.632442,125.0,564,0.12488668090820312,False,REGULAR,USD
SPY261030C00789000,2026-09-25 19:27:57+00:00,789.0,4.92,5.26,5.3,0.3499999,7.6586413,208.0,1125,0.12415426635742188,False,REGULAR,USD
SPY261030C00790000,2026-09-25 20:12:37+00:00,790.0,4.96,4.94,4.98,0.7800002,18.660294,708.0,7158,0.1235439208984375,False,REGULAR,USD
SPY261030C00791000,2026-09-25 19:59:46+00:00,791.0,4.63,4.64,4.67,0.6300001,15.750003,70.0,671,0.12287254089355469,False,REGULAR,USD
