contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY261030P00697000,2026-09-25 19:42:17+00:00,697.0,1.25,1.26,1.27,-0.51,-28.977272,20.0,411.0,0.20887021606445308,False,REGULAR,USD
SPY261030P00698000,2026-09-25 19:37:05+00:00,698.0,1.32,1.28,1.3,-0.31999993,-19.51219,7.0,1397.0,0.20758849060058593,False,REGULAR,USD
SPY261030P00699000,2026-09-25 19:03:10+00:00,699.0,1.37,1.31,1.33,-0.37,-21.264368,141.0,665.0,0.2063067651367187,False,REGULAR,USD
SPY261030P00700000,2026-09-25 20:13:35+00:00,700.0,1.36,1.34,1.36,-0.40999997,-23.16384,1353.0,8693.0,0.2049640051269531,False,REGULAR,USD
SPY261030P00701000,2026-09-25 17:34:08+00:00,701.0,1.47,1.37,1.39,-0.26999998,-15.517241,19.0,745.0,0.20356021057128904,False,REGULAR,USD
SPY261030P00702000,2026-09-25 19:15:58+00:00,702.0,1.41,1.4,1.42,-0.36,-20.338984,44.0,505.0,0.20215641601562498,False,REGULAR,USD
SPY261030P00703000,2026-09-25 16:35:10+00:00,703.0,1.53,1.43,1.45,-0.33000004,-17.741938,58.0,178.0,0.20075262145996092,False,REGULAR,USD
SPY261030P00704000,2026-09-25 19:08:54+00:00,704.0,1.52,1.46,1.48,-0.31000006,-16.939894,338.0,264.0,0.19928779235839844,False,REGULAR,USD
SPY261030P00705000,2026-09-25 19:40:41+00:00,705.0,1.51,1.49,1.51,-0.45000005,-22.959185,165.0,1517.0,0.19782296325683596,False,REGULAR,USD
SPY261030P00706000,2026-09-25 18:09:41+00:00,706.0,1.5,1.52,1.54,-0.53,-26.108374,25.0,310.0,0.196297099609375,False,REGULAR,USD
SPY261030P00707000,2026-09-25 18:19:40+00:00,707.0,1.63,1.56,1.58,-0.38,-18.905472,40.0,21492.0,0.19507640869140624,False,REGULAR,USD
SPY261030P00708000,2026-09-25 19:37:05+00:00,708.0,1.63,1.6,1.62,-0.39999998,-19.704432,80.0,217.0,0.19379468322753907,False,REGULAR,USD
SPY261030P00709000,2026-09-25 17:15:04+00:00,709.0,1.6,1.63,1.65,-0.5400001,-25.233646,31.0,486.0,0.1922077850341797,False,REGULAR,USD
SPY261030P00710000,2026-09-25 19:58:14+00:00,710.0,1.67,1.67,1.69,-0.5500001,-24.774778,234.0,2503.0,0.1909260595703125,False,REGULAR,USD
SPY261030P00711000,2026-09-25 19:58:19+00:00,711.0,1.71,1.71,1.73,-0.45000005,-20.833334,40.0,246.0,0.18952226501464847,False,REGULAR,USD
SPY261030P00712000,2026-09-25 20:05:12+00:00,712.0,1.76,1.75,1.77,-0.44000006,-20.000004,175.0,449.0,0.18811847045898436,False,REGULAR,USD
SPY261030P00713000,2026-09-25 19:32:08+00:00,713.0,1.86,1.79,1.82,-0.35000002,-15.837106,460.0,1184.0,0.18695881408691406,False,REGULAR,USD
SPY261030P00714000,2026-09-25 19:40:33+00:00,714.0,1.84,1.84,1.86,-0.49999988,-21.367517,20.0,700.0,0.18549398498535152,False,REGULAR,USD
SPY261030P00715000,2026-09-25 19:54:13+00:00,715.0,1.86,1.89,1.9,-0.5300001,-22.175734,1396.0,2468.0,0.18399863861083982,False,REGULAR,USD
SPY261030P00716000,2026-09-25 20:07:27+00:00,716.0,1.93,1.93,1.95,-0.56000006,-22.489964,69.0,1089.0,0.18271691314697264,False,REGULAR,USD
SPY261030P00717000,2026-09-25 18:15:13+00:00,717.0,1.93,1.98,2.0,-0.59000003,-23.4127,139.0,1002.0,0.18140467041015623,False,REGULAR,USD
SPY261030P00718000,2026-09-25 19:45:37+00:00,718.0,1.96,2.03,2.05,-0.5799999,-22.834642,59.0,589.0,0.18003139312744143,False,REGULAR,USD
SPY261030P00719000,2026-09-25 18:22:46+00:00,719.0,2.15,2.08,2.1,-0.6099999,-22.101446,32.0,542.0,0.17865811584472657,False,REGULAR,USD
SPY261030P00720000,2026-09-25 20:07:27+00:00,720.0,2.13,2.14,2.16,-0.64999986,-23.38129,770.0,5865.0,0.1774374249267578,False,REGULAR,USD
SPY261030P00721000,2026-09-25 20:10:26+00:00,721.0,2.21,2.19,2.22,-0.5,-18.450184,97.0,488.0,0.17615569946289064,False,REGULAR,USD
SPY261030P00722000,2026-09-25 18:15:21+00:00,722.0,2.31,2.25,2.27,-0.47000003,-16.906477,26.0,452.0,0.1746603530883789,False,REGULAR,USD
SPY261030P00723000,2026-09-25 19:55:59+00:00,723.0,2.3,2.31,2.33,-0.69000006,-23.076925,43.0,331.0,0.17331759307861327,False,REGULAR,USD
SPY261030P00724000,2026-09-25 19:21:50+00:00,724.0,2.42,2.37,2.4,-0.74,-23.41772,38.0,453.0,0.172157936706543,False,REGULAR,USD
SPY261030P00725000,2026-09-25 20:11:23+00:00,725.0,2.45,2.44,2.46,-0.5899999,-19.407892,55929.0,7494.0,0.17072362487792972,False,REGULAR,USD
SPY261030P00726000,2026-09-25 16:57:07+00:00,726.0,2.42,2.51,2.53,-0.81999993,-25.30864,70.0,330.0,0.16947241668701174,False,REGULAR,USD
SPY261030P00727000,2026-09-25 20:00:50+00:00,727.0,2.56,2.57,2.6,-0.6500001,-20.249224,82.0,11879.0,0.16816017395019534,False,REGULAR,USD
SPY261030P00728000,2026-09-25 19:46:17+00:00,728.0,2.64,2.64,2.67,-0.7199998,-21.428566,92.0,1522.0,0.16681741394042973,False,REGULAR,USD
SPY261030P00729000,2026-09-25 20:05:07+00:00,729.0,2.72,2.72,2.75,-0.8499999,-23.809523,335.0,389.0,0.16559672302246098,False,REGULAR,USD
SPY261030P00730000,2026-09-25 19:56:54+00:00,730.0,2.79,2.8,2.83,-0.8700001,-23.770496,3148.0,19317.0,0.16431499755859375,False,REGULAR,USD
SPY261030P00731000,2026-09-25 20:10:26+00:00,731.0,2.89,2.88,2.91,-0.6999998,-19.498604,28.0,522.0,0.16300275482177734,False,REGULAR,USD
SPY261030P00732000,2026-09-25 19:50:53+00:00,732.0,2.9,2.97,2.99,-0.77,-20.980927,326.0,759.0,0.16162947753906248,False,REGULAR,USD
SPY261030P00733000,2026-09-25 20:08:48+00:00,733.0,3.04,3.05,3.08,-0.81999993,-21.243523,109.0,527.0,0.16040878662109376,False,REGULAR,USD
SPY261030P00734000,2026-09-25 20:12:29+00:00,734.0,3.15,3.14,3.17,-0.78,-19.847328,91.0,597.0,0.15909654388427735,False,REGULAR,USD
SPY261030P00735000,2026-09-25 20:11:43+00:00,735.0,3.27,3.24,3.26,-0.78999996,-19.458128,1995.0,10894.0,0.1577232666015625,False,REGULAR,USD
SPY261030P00736000,2026-09-25 19:45:53+00:00,736.0,3.26,3.34,3.36,-1.3,-28.508772,143.0,443.0,0.15650257568359377,False,REGULAR,USD
SPY261030P00737000,2026-09-25 19:45:35+00:00,737.0,3.35,3.44,3.47,-0.99000025,-22.811064,187.0,386.0,0.15534291931152344,False,REGULAR,USD
SPY261030P00738000,2026-09-25 19:45:03+00:00,738.0,3.42,3.54,3.57,-1.46,-29.918032,29.0,1306.0,0.1540001593017578,False,REGULAR,USD
SPY261030P00739000,2026-09-25 20:02:41+00:00,739.0,3.63,3.65,3.68,-0.9000001,-19.86755,54.0,881.0,0.15271843383789066,False,REGULAR,USD
SPY261030P00740000,2026-09-25 20:07:55+00:00,740.0,3.75,3.77,3.8,-0.9499998,-20.212763,1779.0,2854.0,0.15155877746582033,False,REGULAR,USD
SPY261030P00741000,2026-09-25 19:51:23+00:00,741.0,3.75,3.89,3.92,-1.0999999,-22.68041,44.0,923.0,0.15030756927490235,False,REGULAR,USD
SPY261030P00742000,2026-09-25 19:56:34+00:00,742.0,3.99,4.01,4.04,-1.0200002,-20.359285,292.0,599.0,0.14899532653808595,False,REGULAR,USD
SPY261030P00743000,2026-09-25 19:56:27+00:00,743.0,4.1,4.14,4.16,-1.0,-19.607843,169.0,539.0,0.1476220492553711,False,REGULAR,USD
SPY261030P00744000,2026-09-25 20:02:41+00:00,744.0,4.24,4.27,4.3,-1.1000004,-20.599258,88.0,795.0,0.14646239288330076,False,REGULAR,USD
SPY261030P00745000,2026-09-25 20:08:35+00:00,745.0,4.39,4.41,4.44,-1.2600002,-22.300888,562.0,21384.0,0.14524170196533204,False,REGULAR,USD
SPY261030P00746000,2026-09-25 20:14:53+00:00,746.0,4.55,4.56,4.58,-1.29,-22.08904,584.0,1115.0,0.1439294592285156,False,REGULAR,USD
SPY261030P00747000,2026-09-25 20:10:48+00:00,747.0,4.71,4.71,4.74,-1.3499999,-22.277225,26.0,661.0,0.14283083740234376,False,REGULAR,USD
SPY261030P00748000,2026-09-25 20:02:25+00:00,748.0,4.82,4.86,4.89,-1.4299998,-22.879997,119.0,722.0,0.14151859466552735,False,REGULAR,USD
SPY261030P00749000,2026-09-25 19:57:47+00:00,749.0,4.96,5.02,5.06,-1.23,-19.87076,242.0,673.0,0.14038945556640625,False,REGULAR,USD
SPY261030P00750000,2026-09-25 20:14:23+00:00,750.0,5.2,5.19,5.21,-1.44,-21.686747,2131.0,19398.0,0.13892462646484377,False,REGULAR,USD
SPY261030P00751000,2026-09-25 19:57:47+00:00,751.0,5.3,5.36,5.4,-1.27,-19.330288,123.0,1010.0,0.13788703918457032,False,REGULAR,USD
SPY261030P00752000,2026-09-25 19:45:03+00:00,752.0,5.39,5.54,5.58,-1.4300003,-20.967747,103.0,1103.0,0.13662057235717773,False,REGULAR,USD
SPY261030P00753000,2026-09-25 19:50:20+00:00,753.0,5.51,5.73,5.77,-1.4299998,-20.605185,612.0,848.0,0.135399881439209,False,REGULAR,USD
SPY261030P00754000,2026-09-25 18:26:37+00:00,754.0,6.12,5.93,5.97,-1.0700002,-14.881783,99.0,2267.0,0.13420970779418945,False,REGULAR,USD
SPY261030P00755000,2026-09-25 20:11:57+00:00,755.0,6.18,6.13,6.18,-1.5100002,-19.635895,56329.0,6152.0,0.13305005142211912,False,REGULAR,USD
SPY261030P00756000,2026-09-25 19:58:50+00:00,756.0,6.27,6.35,6.39,-1.3899999,-18.146212,156.0,583.0,0.13178358459472655,False,REGULAR,USD
SPY261030P00757000,2026-09-25 19:50:18+00:00,757.0,6.3,6.57,6.61,-1.7200003,-21.446386,208.0,910.0,0.13056289367675777,False,REGULAR,USD
SPY261030P00758000,2026-09-25 19:56:55+00:00,758.0,6.72,6.79,6.84,-1.4600005,-17.848415,125.0,1218.0,0.12934220275878905,False,REGULAR,USD
SPY261030P00759000,2026-09-25 20:14:44+00:00,759.0,7.05,7.03,7.08,-1.7200003,-19.612318,125.0,738.0,0.1281215118408203,False,REGULAR,USD
SPY261030P00760000,2026-09-25 20:13:51+00:00,760.0,7.29,7.28,7.32,-1.8599997,-20.327866,3480.0,15965.0,0.12680926910400392,False,REGULAR,USD
SPY261030P00761000,2026-09-25 19:52:46+00:00,761.0,7.36,7.54,7.57,-1.7099996,-18.85336,326.0,504.0,0.12551228500366213,False,REGULAR,USD
SPY261030P00762000,2026-09-25 20:05:48+00:00,762.0,7.78,7.81,7.85,-1.8699994,-19.378233,983.0,1230.0,0.12442892181396485,False,REGULAR,USD
SPY261030P00763000,2026-09-25 19:41:23+00:00,763.0,8.01,8.08,8.13,-1.6999998,-17.507723,326.0,794.0,0.12320823089599611,False,REGULAR,USD
SPY261030P00764000,2026-09-25 19:59:22+00:00,764.0,8.34,8.37,8.42,-1.8699999,-18.315376,163.0,832.0,0.12200279861450197,False,REGULAR,USD
SPY261030P00765000,2026-09-25 20:10:29+00:00,765.0,8.67,8.68,8.72,-2.08,-19.348837,1006.0,2764.0,0.1207668490600586,False,REGULAR,USD
SPY261030P00766000,2026-09-25 20:14:41+00:00,766.0,9.0,8.99,9.04,-2.04,-18.47826,165.0,803.0,0.11963770996093749,False,REGULAR,USD
SPY261030P00767000,2026-09-25 20:11:51+00:00,767.0,9.34,9.31,9.36,-2.2200003,-19.204155,1856.0,1891.0,0.11837124313354491,False,REGULAR,USD
SPY261030P00768000,2026-09-25 19:39:03+00:00,768.0,9.68,9.65,9.7,-2.2199993,-18.655458,716.0,754.0,0.11718106948852539,False,REGULAR,USD
SPY261030P00769000,2026-09-25 20:14:41+00:00,769.0,9.98,10.0,10.06,-2.25,-18.397385,393.0,398.0,0.1160671890258789,False,REGULAR,USD
SPY261030P00770000,2026-09-25 20:14:32+00:00,770.0,10.4,10.37,10.43,-2.2400007,-17.721525,1474.0,3479.0,0.11492279129028321,False,REGULAR,USD
SPY261030P00771000,2026-09-25 20:12:07+00:00,771.0,10.78,10.75,10.8,-1.75,-13.966481,1024.0,418.0,0.11362580718994139,False,REGULAR,USD
